-110.969445	32.213873	blue
-110.969445	32.213873	blue
-110.969445	32.213873	blue
-110.969445	32.213873	blue
-94.007323	36.017719	blue
-121.80890600000001	37.993916999999996	blue
-77.017691	38.912217	blue
-77.017691	38.912217	blue
-77.017691	38.912217	blue
-81.372668	28.539882000000002	blue
-81.372668	28.539882000000002	blue
-84.388846	33.752503999999995	blue
-84.388846	33.752503999999995	blue
-84.388846	33.752503999999995	blue
-84.388846	33.752503999999995	blue
-84.388846	33.752503999999995	blue
-84.388846	33.752503999999995	blue
-116.205192	43.632236999999996	blue
-116.205192	43.632236999999996	blue
-88.04818900000001	42.05807	blue
-88.15162099999999	41.874358	blue
-86.888358	40.417743	blue
-71.068432	42.357603000000005	blue
-93.268251	44.983473	blue
-94.505144	37.096858000000005	blue
-73.99034	40.694021	blue
-78.884575	42.896659	blue
-96.812252	46.856406	blue
-96.812252	46.856406	blue
-122.80539499999999	45.475035	blue
-122.69025800000001	45.498819	blue
-122.69025800000001	45.498819	blue
-122.69025800000001	45.498819	blue
-123.155525	44.061243	blue
-123.43248100000001	43.104855	blue
-122.839801	42.336251000000004	blue
-75.66420500000001	41.409517	blue
-75.16610899999999	39.948908	blue
-71.415801	41.820002	blue
-87.348997	36.522014	blue
-94.969351	31.499755	blue
-98.187022	26.177053	blue
-97.742559	30.271289000000003	blue
-97.742559	30.271289000000003	blue
-73.219875	44.484023	blue
-122.33045600000001	47.611435	blue
-122.33045600000001	47.611435	blue
-122.33045600000001	47.611435	blue
-122.33045600000001	47.611435	blue
-122.488676	48.748957	blue
-122.315097	47.199123	blue
-122.315097	47.199123	blue
-122.87631100000002	47.012906	blue
-117.172936	46.735246999999994	blue
-81.630606	38.349000000000004	blue
-86.806626	33.520994	blue
-88.04530799999999	30.688828000000004	blue
-112.077428	33.451095	blue
-111.780876	33.352746	blue
-110.969445	32.213873	blue
-111.661979	35.185911	blue
-111.661979	35.185911	blue
-118.300898	34.186238	blue
-122.216587	37.780595	blue
-121.57825	37.016005	blue
-120.80456399999998	38.719479	blue
-121.48940400000001	38.579792	blue
